St: 001001; Bosphorus, Teknik Grup
St: 003930; 
St: 003931; 
St: 003932; 
St: 003933; 
St: 003934; 
St: 003935; 
St: 003936; 
St: 003937; 
St: 003938; 
St: 003939; 
St: 003940; 
St: 003941; 
St: 003942; 
St: 003943; 
St: 003944; 
St: 003945; 
St: 003946; 
St: 003947; 
St: 003948; 
St: 003949; Borssele Alpha
St: 003950; Cadzand
St: 003951; Texelhors
St: 003952; Houtribdijk
St: 003953; Wijdenes
St: 003954; Trintelzand
St: 003955; Markermeer Midden -o
St: 003956; IJmuiden Buitenhaven
St: 003957; Marollegat
St: 003958; Rotterdam Geulhaven
St: 003959; Geulhaven Radarpost 10
St: 003960; Refugio Lynch, CIAV Lynch
St: 003961; Ulrum, Weerstation Ulrum
St: 003962; 
St: 003963; ECUADOR, Imbabura, Ibarra, AEP Parapente estación YURACRUCITO
St: 003964; Alaminos, Robinson / Aldiana WU
St: 003965; Calpe - Playa Arenal, Meteo Ifach
St: 003966; KWCub, KWClub
St: 003967; Corbu, Kitezone Corbu
St: 003968; Cabo Carvoeiro, Supertubos
St: 003969; Germany, Oberstdorf - Nebelhorn, Nebelhorn 1930m
St: 003970; Germany , Nebelhorn Gipfel, Nebelhorn Gipfel
St: 003971; Germany, Oberstdorf Schanze, Oberstdorf Schanze
St: 003972; Roof, Rancho San Diego Weather
St: 003973; Hermosillo, Misión del Sol
St: 003974; Limassol, New Port
St: 003975; MARCLoc 5, MeteoStar Team
St: 003976; Tallinna madal lighthouse, marko
St: 003977; Case-Pilote, @rob.bywan
St: 003978; Eisma harbor, marko
St: 003979; Port of Heltermaa, marko
St: 003980; Kelnase harbor, marko
St: 003981; 
St: 003982; 
St: 003983; Port of Kuivastu, marko
St: 003984; Laaksaare harbor, marko
St: 003985; Leppneeme harbor, marko
St: 003986; 
St: 003987; Narva-Jõesuu harbor, marko
St: 003988; Port of Paldiski South, marko
St: 003989; Papissaare harbor, marko
St: 003990; Port of Pärnu, marko
St: 003991; 
St: 003992; Saaremaa harbor, marko
St: 003993; Port of Sõru, marko
St: 003994; Port of Tallinn, marko
St: 003995; Port of Triigi, marko
St: 003996; Vaindloo island, marko
St: 003997; Port of Virtsu, marko
St: 003998; Port of Muuga, marko
St: 003999; Vievio ežeras, Pylimai, Vievis
St: 004000; Мысовое, WhiteRabbit GO (1chip.ru)
St: 004001; PORCHES01, PORCHES01
St: 004002; Puerto de San Pedro, MeteoStar Team
St: 004003; Vasilikos, Vasilikos
St: 004004; RAF Akrotiri, RAF Akrotiri
St: 004005; Proteas White Rocks, Pentakomo, White Rocks
St: 004006; Fremont, Shinn Station
St: 004007; KWCub, KWClub
St: 004008; Velika Plaza/Copacabana Beach, 85630, Montenegro, KiteRiders
St: 004009; Caudete, ICAUDE1
St: 004010; Softades Beach, Kahuna Surfhouse
St: 004011; Paje, OceanSpot
St: 004012; 
St: 004013; KBA - Kiteboarding Asia, KBA Hua Hin
St: 004014; Stillwater, Dano
St: 004015; canet en Roussillon (perpignan), Club Nautique Canet en Roussillon (perpignan) 1802
St: 004016; Rotterdamse hoek
St: 004017; Neuquén, comuniestacioncita
St: 004018; Cape Emine, Emine
St: 004019; Cape Kaliakra, Kaliakra
St: 004020; 
St: 004021; Nienburg / Weser, nienburg-wetter.de
St: 004022; Vais - Cabo Mondego, Vais - Cabo Mondego
St: 004023; ALMOTOLIAS, MELLO
St: 004024; Cagliari, Cagliari
St: 004025; CD, Cúc Đường Station
St: 004026; Temperature Station, Trạm đo nhiệt độ Cúc Đường, Lam Sơn
St: 004027; Temperature station, Cúc Đường Temperature
St: 004028; Cúc Đường, Đo Nhiệt
St: 004029; Corrientes, Parque Ibera
St: 004030; Lac de Joux - les Bioux, bioux
St: 004031; preverenges, preverenges
St: 004032; Lac de Joux - Le rocheray, rocheray
St: 004033; Lido di Spina, Spina kite zone
St: 004034; Deiva Marina, Deiva Marina Fornaci
St: 004035; 
St: 004036; Comacchio, ComacchioMeteo - Zona Raibosola
St: 004037; De Burgt, W 830
St: 004038; Danyang-Dusan, Thessenparagliding
St: 004039; Chiavari, Torre Marina Chiavari
St: 004040; Ariccia - Canalone, iz0hei
St: 004041; Morro tapera, Tapera Wings
St: 004042; Ювал, Teriberka tundra 80km, Kitemonch (1chip.ru)
St: 004043; 
St: 004044; Sarmiento, Chubut, exb1
St: 004045; Veendam, meteoparkstadveendam
St: 004046; São Leopoldo, Fsporket-São Leopoldo
St: 004047; Villa Constitución, MeteoStar Team
St: 004048; Bahia de pollensa, KiteandYoga Mallorca
St: 004049; Ste Marie, PanoramaOasis
St: 004050; El Naaba , Marsa Alam, El Naaba Surfcenter
St: 004051; Hamburg Science City, Hamburg Science City
St: 004052; Tariva Beach - Riva Trigoso 🏄
St: 004053; Novo Hamburgo - Lomba Grande, Fsporket - Lomba Grande
St: 004054; Piasco, PIASCO
St: 004055; Kaberneeme läänekallas, Kaberneeme
St: 004056; Aci Sant'Antonio, Catania, IT9LCP
St: 004057; Jacksonville, Northwoods
St: 004058; 527 McCloud Ave., Mount Shasta, CA 96067, McCloud Avenue
St: 004059; Jose Ignacio, Wallis&Gill
St: 004060; YO2LDK/YU, Sencor
St: 004061; Nora, Bergslagen
St: 004062; Mui Ne, Phan Thiet, C2Sky Kitecenter
St: 004063; EXB, EXBS
St: 004064; Praia do Forte, BA, praiadoforteWD
St: 004065; Dubai, Dubai Offshore Sailing Club (DOSC)
St: 004066; Vila Prea Restaurante & Cabanas, Vila Prea
St: 004067; Muratsi / Okka, Okka
St: 004068; Azeitao, Cabana
St: 004069; India, Tamil Nadu, Balagiri, Balagiri
St: 004070; Prea, Vila Prea
St: 004071; Mont Monnaie, Dzumac
St: 004072; BARRIO O SISTO - DOZÓN, VILA
St: 004073; Trang, หมายใน
St: 004074; Oropos, Bresser
St: 004075; Barrio O Sisto, Dozón
St: 004076; Suitland, MD, Yoshi's Wx Station
St: 004077; Marzocca, Kite Beach SKS
St: 004078; PG Čierná Kopa TOP 1180m.n.m, PG Čierná Kopa
St: 004079; ESPARTINAS
St: 004080; Signes Limate, SignesNord
St: 004081; Banaries, Banaries
St: 004082; Fish Hoek, Fish Hoek Beach Sports Club
St: 004083; Gaggiano (MI) - ITALY, Centro by IW2NTF
St: 004084; Oroklini, All You Can Surf
St: 004085; Cavo Greco, Cavo Greco
St: 004086; Arruda dos Vinhos, Vale Quente
St: 004087; Respenda de la Peña, RESPENDA
St: 004088; Illogn, Davis vp2
St: 004089; Sarmiento, chubut, EXBS
St: 004090; Trégastel, France, C N TREGASTEL
St: 004091; Rohrspitz, Kite-Connection
St: 004092; Vilanova-Miño, DAVIS Vantage PRO2
St: 004093; Mariñán, Marinan
St: 004094; Mariñán, Mariñán
St: 004095; El Gouna, KBC El Gouna
St: 004096; Ea. La Margarita, Ea. La Margarita
St: 004097; Quebra Mar Paracuru, La Petite Maison
St: 004098; Embalse Los Molinos, Loop Kite School
St: 004099; Polomka, Test
St: 004100; Buellas, MeteoAinBuellas
St: 004101; Kressbronn, Private Wetterstation
St: 004102; Rohrspitz, ZAMG
St: 004103; Orsay France, Météo Orsay
St: 004104; Lindau, LSC Lindau Schlagwerk
St: 004105; Altenrhein, Flughafen Altenrhein
St: 004106; 
St: 004107; Balatonszemes, Balaton középső medence
St: 004108; Szigligeti medence, Balaton nyugati medence
St: 004109; Keszthelyi öböl, Balaton nyugati medence
St: 004110; IT-0913 - Monterosi, IT-0913 - Monterosi
St: 004111; 
St: 004112; 
St: 004113; Monteferrante, MonteferranteMeteo
St: 004114; Paranaguá, Porto
St: 004115; High Peak, Phoosparse
St: 004116; Guadeloupe
St: 004117; Taiba, Ceara, Lineup Pousada Kite & Surf House
St: 004118; Muine, Malibu, Kitenam | Vietnam Kite Surf Club
St: 004119; 
St: 004120; Home, Quark0ne Weather
St: 004121; Fort Isabella
St: 004122; Voukolies, Voukolies
St: 004123; Larnaca Airport
St: 004124; Paphos Airport
St: 004125; Switzerland, SZ, Gersau, Rigi Scheidegg
St: 004126; Waterford Oaks, North Aurora, Jim's Weather
St: 004127; Meteo, Sant Feliu de Pallerols
St: 004128; Engure
St: 004129; Les Moutiers en Retz, Club Nautique des Moutiers en Retz
St: 004130; Corfu, Arillas Weather
St: 004131; Castellana Grotte, Meteo Castellana
St: 004132; BOGHEN, FT310-BOG
St: 004133; ROBINSON, FT310-RBS
St: 004134; PPRB, FT310-PRB
St: 004135; Las Picuas / Rio Grande, Apexive.com
St: 004136; Zabnah Kite Lagoon, Zabnah Kite Lagoon
St: 004137; Jean-Jacques LOHEAC, Jean-Jacques LOHEAC
St: 004138; Parajuru Vila Jardim, Vila Jardim
St: 004139; Mar del Plata, Ochava Puerto Mar del Plata
St: 004140; Mount Edgecombe, Acurite Atlas
St: 004141; 
St: 004142; Curium Episkopi, Curium
St: 004143; Chert/Xert, Pla de la Font
St: 004144; AlBatien, Sahuod Alodhyani_AlBatein
St: 004145; Donostia - San Sebastián, Gipuzkoa (ES), Donostia - Polloe, Gipuzkoa (ES)
St: 004146; Chogogo Dive & Beach Resort Bonaire
St: 004147; Podlesi_Potoky, WS-69AN
St: 004148; Podlesi_Potoky, WS-69AN
St: 004149; 
St: 004150; Dahab Baby Bay, DAKITE | Dahab Kite Club @dakitecom
St: 004151; KG4QWI-WX Plesant Ridge-Knoxville, TN, Brandon Monroe
St: 004152; Paracas Bay, Kangaroo Kite @ Aldea Windstation
St: 004153; Pärnu beach, SURF CENTER (Ultimeter) - https://surfcenter.ee
St: 004154; Backside, Backside
St: 004155; Armenian Camp, Armenian Camp
St: 004156; Batterie de Merville-Franceville-Plage, Batterie de Merville
St: 004157; Test, go-proxy-test
St: 004158; Collepasso, Stazione Meteo Collepasso
St: 004159; garden, magnus
St: 004160; São Pedro, SaoPedro
St: 004161; Torkilstranda, Drøbak Fluid.no
St: 004162; Sharm el sheikh, sharmkite.com - kite lessons, (1chip.ru станция)
St: 004163; Srby, www.yckladno.cz
St: 004164; Pointe Faula, AIRFLY
St: 004165; Rambla Maccarese, Rambla
St: 004166; 
St: 004167; Gondomar, BrisaDasCies
St: 004168; Dampiere-au-Temple, JFP51
St: 004169; Dampierre-au-Temple, jfp51000
St: 004170; Tracy,CA, KCATRACY32
St: 004171; La Algarrabosa
St: 004172; Meir, Meir
St: 004173; Podlesi_Potoky, WS-69AN
St: 004174; Porto de Leixões, Matosinhos
St: 004175; 琵琶湖　おばけ浜, まさぞう
St: 004176; Schweiz, Kt. St.Gallen, Grabs, Grabs Landeplatz
St: 004177; Grabs Startplatz, Grabs Startplatz
St: 004178; Mar del Plata, Base Naval Mar del Plata
St: 004179; 澎湖
St: 004180; Nongkhor
St: 004181; Vejer de la Frontera, tovejer
St: 004182; Mount Edgecombe, Acurite Atlas
St: 004183; Bombala st Launch, Bombala launch
St: 004184; West Wittering, Nore House Snow Hill
St: 004185; Červený Újezd, Červený Újezd
St: 004186; 
St: 004187; Heilongjiang, Site
St: 004188; dukedom, Dukedom TN Weather
St: 004189; Dukedom, Dukedom TN Weather
St: 004190; 
St: 004191; Verzuno, Verzuno01
St: 004192; 
St: 004193; Breasclete, BreascleteWx
St: 004194; Japan, Amakusa, Kuratake
St: 004195; Ekali, TheSpot
St: 004196; Pic aux Chevres, DSM
St: 004197; Sueca, Meteosueca
St: 004198; alte, belavista
St: 004199; 
St: 004200; Lo Stagnone, Kite Hostel Stagnone
St: 004201; 
St: 004202; Jaureguiberry, Sebastian Rosas
St: 004203; Marc Nield, PollardTreeFarm
St: 004204; Park Ave, KNJMIDDL39
St: 004205; Malvern, Arkansas 72104, HTFAR
St: 004206; Lynaes Kiterepair, LynaesKiterepair
St: 004207; Aeródromo Provincial Saladillo, MeteoStar Team
St: 004208; Lawrence & Monroe, Santa Clara, CA
St: 004209; La paloma, Alborada
St: 004210; MarmaraAdasi, MarmaraAdasi
St: 004211; Champagney, CVBC
St: 004212; 新北市, 汐止區
St: 004213; Alta Vista, W4OA
St: 004214; Noorderplassen-West Almere
St: 004215; Kellys Villa - Hurghada, Kelly
St: 004216; ShchukoTest, ShchukoTest
St: 004217; Baardskeerdersbos, Farm216
St: 004218; Umag, Umag
St: 004219; Kutiska, WS2030
St: 004220; Ilo, Ilo
St: 004221; Penkule, SUDRABOGA
St: 004222; KiteMotionKiteSchoolDianiBeach, KiteMotionKiteSchoolDianiBeach
St: 004223; Zona centro - Calle Castilla, Casiopea | meteo.tend.es
St: 004224; Saint Médard d'Aunis, Météo17Aunis
St: 004225; Lo Stagnone, Kite Hostel Stagnone
St: 004226; PLEASANT RIDGE, KG4QWI-WX
St: 004227; 25th St Miami Beach, 25th St
St: 004228; San Carlos de Bariloche, Bariloche Centro
St: 004229; Morro da Tapera, Tapera Wings
St: 004230; San Carlos de Bariloche, Bariloche Centro
St: 004231; Wien-Hietzing, EDI-Vienna
St: 004232; UK, Hampshire, Treyford, Treyford Hill
St: 004233; Rincón de Corrientes (DRF), MeteoStar Team
St: 004234; San Carlos de Bariloche, Bariloche Centro
St: 004235; San Carlos de Bariloche, Bariloche Centro
St: 004236; Samuel Font Ortiz, Samuel Font Ortiz
St: 004237; Paraje Cuatro montes, CEPT N° 20
St: 004238; La Pared, Pueblo del Mar, Fly and Surf
St: 004239; Cape Town, PG Signall Hill 350m
St: 004240; Capital Federal, Jotatec Central Meteorológica
St: 004241; YCA Puerto Madero, Wallis&Gill
St: 004242; Knowlton, WI, FW4564
St: 004243; Roma Spinaceto, Viamar Meteo
St: 004244; Archidona, Archidona
St: 004245; Matorac, Matorac PG
St: 004246; Bravoodelta, Bravoodelta
St: 004247; Dosrius, Meteo Dosrius
St: 004248; Billingshurst, OlliverHome
St: 004249; Lizard Hubs, LizardHubs
St: 004250; Balatonalmádi, Balatonalmádi Port
St: 004251; Benicarlo, Club Benicarlo
St: 004252; Paros
St: 004253; Paros, Tony
St: 004254; Szántód, Surfhouse
St: 004255; España, Leon, Callejo de Ordás, Juan Gonzalez Perez
St: 004256; Vojvoda Stepa, yo2ldk
St: 004257; Zandvoort, Boulevard Zandvoort NL
St: 004258; Bomberos Lujan, MeteoStar Team
St: 004259; Unknown spot, Unknown WG Station
St: 004260; Unknown spot, Unknown WG Station
St: 004261; Holyně, Holyně (ultrasonic)
St: 004262; Chocontá, La Gota Fria
St: 004263; Springfield, Virginia, Gilbert St Wx
St: 004264; METEO Centinela, Navidad
St: 004265; Carmen de Areco, MeteoStar Team
St: 004266; Kirdeikiai, Kirdeikiai AWS
St: 004267; Miraflores, Omatapalo Miraflores
St: 004268; Durban bluff, Meteobrigde
St: 004269; Sotavento, Rene Egli
St: 004270; Loggerheads, ChartWeather
St: 004271; Moirs Hill, Auckland, New Zealand, Moirs Hill
St: 004272; muddy creek, MCC
St: 004273; st pabu, netatmo
St: 004274; Sandbank, Sandhaven
St: 004275; PG Černý vrch 602m, PG Černý vrch 602m
St: 004276; Chocontá, La Gota Fria
St: 004277; Vantage Pro, Eichenkamp
St: 004278; Playa Loredo, Ribamontán al Mar, Loredo | meteo.tend.es
St: 004279; Camp Meeker, CMZEEK001
St: 004280; Altamira, IALMER134
St: 004281; Town of Carstairs, Alberta
St: 004282; Lake Summerside, Summerside
St: 004283; Lake Summerside, Summerside SE Edmonton
St: 004284; Summerside Field, Summerside
St: 004285; Greystone, Brownsburg, IN, Greystone
St: 004286; Summerside Field, Scotts house
St: 004287; Csopak, csopak
St: 004288; Lenoir City TN US, muddycreekws
St: 004289; Puerto de Rosario, MeteoStar Team
St: 004290; Campo, El Triangulo
St: 004291; San Carlos de Bariloche, Bariloche Centro Station
St: 004292; San Carlos de Bariloche, Bariloche Centro Station
St: 004293; Strande, Surf Club Kiel e.V.
St: 004294; Nijmegen-Oost, GW4407
St: 004295; Drabiv, Drabiv Villa Weather Station
St: 004296; Miami Avenue, Miami Avenue
St: 004297; ve2ekl, ve2ekl
St: 004298; Benimodo, MeteoBenimodo
St: 004299; Camps Bay, Ralph’s station
St: 004300; RiverDistrict, WCSC_FV_01
St: 004301; Petit Cabaliros , Pioupiou 262
St: 004302; Unknown spot, Unknown WG Station
St: 004303; Unknown spot, Unknown WG Station
St: 004304; Windbird 1341, Windbird 1341
St: 004305; Pioupiou 383, Pioupiou 383
St: 004306; Unknown spot, Unknown WG Station
St: 004307; Unknown spot, Unknown WG Station
St: 004308; Windbird 1571, Windbird 1571
St: 004309; Unknown spot, Unknown WG Station
St: 004310; Pioupiou 61, Pioupiou 61
St: 004311; Unknown spot, Unknown WG Station
St: 004312; Unknown spot, Unknown WG Station
St: 004313; Windbird 1449, Windbird 1449
St: 004314; Unknown spot, Unknown WG Station
St: 004315; Cier, OpenWindMap 1213
St: 004316; Fürmannalm/ Irlberg, Windbird 1656
St: 004317; Unknown spot, Unknown WG Station
St: 004318; Campé - Breil-sur Roya, OpenWindMap 1211
St: 004319; Balise des Goélands d'Armor de Martin Plage, Pioupiou 116
St: 004320; Unknown spot, Unknown WG Station
St: 004321; Unknown spot, Unknown WG Station
St: 004322; Charézier Sud Sud-Ouest, Pioupiou 107
St: 004323; Unknown spot, Unknown WG Station
St: 004324; Unknown spot, Unknown WG Station
St: 004325; Montcusel, Pioupiou 563
St: 004326; Unknown spot, Unknown WG Station
St: 004327; Unknown spot, Unknown WG Station
St: 004328; 
St: 004329; Unknown spot, Unknown WG Station
St: 004330; 
St: 004331; Unknown spot, Unknown WG Station
St: 004332; Aix en Provence , Windbird 1771
St: 004333; Unknown spot, Unknown WG Station
St: 004334; 
St: 004335; Unknown spot, Unknown WG Station
St: 004336; Unknown spot, Unknown WG Station
St: 004337; Aéro Modèles Club des Yvelines, Pioupiou 478
St: 004338; Unknown spot, Unknown WG Station
St: 004339; Unknown spot, Unknown WG Station
St: 004340; The Fifi's Field, Pioupiou 264
St: 004341; Unknown spot, Unknown WG Station
St: 004342; Unknown spot, Unknown WG Station
St: 004343; Windbird 1660, Windbird 1660
St: 004344; Unknown spot, Unknown WG Station
St: 004345; Pioupiou Bellegardais, Pioupiou 465
St: 004346; Unknown spot, Unknown WG Station
St: 004347; Unknown spot, Unknown WG Station
St: 004348; Aérodrome St Rémy de Maurienne, Pioupiou 137
St: 004349; Unknown spot, Unknown WG Station
St: 004350; Unknown spot, Unknown WG Station
St: 004351; Pioupiou 94, Pioupiou 94
St: 004352; Unknown spot, Unknown WG Station
St: 004353; Unknown spot, Unknown WG Station
St: 004354; 
St: 004355; Unknown spot, Unknown WG Station
St: 004356; Unknown spot, Unknown WG Station
St: 004357; 
St: 004358; Unknown spot, Unknown WG Station
St: 004359; 
St: 004360; Déco Courchon 910m, Pioupiou 373
St: 004361; Unknown spot, Unknown WG Station
St: 004362; Unknown spot, Unknown WG Station
St: 004363; 
St: 004364; Unknown spot, Unknown WG Station
St: 004365; ACUM Meyrargues (Pioupiou 360), Pioupiou 360
St: 004366; Unknown spot, Unknown WG Station
St: 004367; Unknown spot, Unknown WG Station
St: 004368; 
St: 004369; Unknown spot, Unknown WG Station
St: 004370; Unknown spot, Unknown WG Station
St: 004371; Base ULM de BATZENDORF LF6751, Pioupiou 560
St: 004372; Unknown spot, Unknown WG Station
St: 004373; Unknown spot, Unknown WG Station
St: 004374; Moarbichl, Windbird 1396
St: 004375; Unknown spot, Unknown WG Station
St: 004376; Londinières, Windbird 1429
St: 004377; Unknown spot, Unknown WG Station
St: 004378; 
St: 004379; Unknown spot, Unknown WG Station
St: 004380; Les Carroz Dessus JBT, Windbird 1435
St: 004381; Unknown spot, Unknown WG Station
St: 004382; Montclar - Plateau de La Chau, Windbird 1436
St: 004383; Unknown spot, Unknown WG Station
St: 004384; La rose des vents, Windbird 1452
St: 004385; Pénestin “La mine d'or", Windbird 1491
St: 004386; Unknown spot, Unknown WG Station
St: 004387; Décollage de la batie neuve, Pioupiou 554
St: 004388; Unknown spot, Unknown WG Station
St: 004389; Unknown spot, Unknown WG Station
St: 004390; AERO MODEL CLUB CEVENOL, OpenWindMap 924
St: 004391; Atterro Chamoux 295m , Pioupiou 159
St: 004392; Unknown spot, Unknown WG Station
St: 004393; Unknown spot, Unknown WG Station
St: 004394; Eurenciel, Pioupiou 160
St: 004395; Unknown spot, Unknown WG Station
St: 004396; Unknown spot, Unknown WG Station
St: 004397; LES AILES VOLANTES BESSAN, Windbird 1371
St: 004398; Unknown spot, Unknown WG Station
St: 004399; Pioupiou 199, Pioupiou 199
St: 004400; Unknown spot, Unknown WG Station
St: 004401; Unknown spot, Unknown WG Station
St: 004402; Windbird 1635, Windbird 1635
St: 004403; Unknown spot, Unknown WG Station
St: 004404; DSV-RM-2, Windbird 1691
St: 004405; Unknown spot, Unknown WG Station
St: 004406; 
St: 004407; Unknown spot, Unknown WG Station
St: 004408; Windbird 1572, Windbird 1572
St: 004409; Unknown spot, Unknown WG Station
St: 004410; Cuchon d’Ancelle et St Léger, Windbird 1776
St: 004411; Unknown spot, Unknown WG Station
St: 004412; Le club PPO, Pioupiou 73
St: 004413; Unknown spot, Unknown WG Station
St: 004414; Unknown spot, Unknown WG Station
St: 004415; Coynelle (saint martin de la cluze), Pioupiou 178
St: 004416; Unknown spot, Unknown WG Station
St: 004417; Unknown spot, Unknown WG Station
St: 004418; Balise custom 1201, OpenWindMap 1201
St: 004419; Unknown spot, Unknown WG Station
St: 004420; Décollage NEY Nord/Nord-Est , Windbird 1430
St: 004421; Unknown spot, Unknown WG Station
St: 004422; Décollage de Couraduque, Pioupiou 260
St: 004423; Unknown spot, Unknown WG Station
St: 004424; Unknown spot, Unknown WG Station
St: 004425; DECO NOVIS CDVL12, Windbird 1419
St: 004426; Unknown spot, Unknown WG Station
St: 004427; Balise de Mijoux, Pioupiou 274
St: 004428; Unknown spot, Unknown WG Station
St: 004429; Unknown spot, Unknown WG Station
St: 004430; St Laurent la Roche (N-NO) 470m, Pioupiou 574
St: 004431; Cagnourine - Tende 06430, OpenWindMap 1212
St: 004432; Unknown spot, Unknown WG Station
St: 004433; Neding peak Hauenstein 331 m, Windbird 1310
St: 004434; Unknown spot, Unknown WG Station
St: 004435; Marnaves, Pioupiou 68
St: 004436; Unknown spot, Unknown WG Station
St: 004437; Unknown spot, Unknown WG Station
St: 004438; Oberrieden, Windbird 1394
St: 004439; Unknown spot, Unknown WG Station
St: 004440; Décollage SO de Planoise, Pioupiou 195
St: 004441; Unknown spot, Unknown WG Station
St: 004442; Unknown spot, Unknown WG Station
St: 004443; Décollage les Monts, Windbird 1551
St: 004444; Unknown spot, Unknown WG Station
St: 004445; Hénouville , Pioupiou 56
St: 004446; Unknown spot, Unknown WG Station
St: 004447; Unknown spot, Unknown WG Station
St: 004448; 
St: 004449; Unknown spot, Unknown WG Station
St: 004450; Eacallian, Windbird 1425
St: 004451; Unknown spot, Unknown WG Station
St: 004452; Petit Som en Chartreuse 1721m, Windbird 1770
St: 004453; Unknown spot, Unknown WG Station
St: 004454; 
St: 004455; Unknown spot, Unknown WG Station
St: 004456; Club ULM - Héric, Windbird 1671
St: 004457; Unknown spot, Unknown WG Station
St: 004458; Peña Escrita 1200m, Windbird 1306
St: 004459; 
St: 004460; Maison cantonnière 600m, Pioupiou 115
St: 004461; 
St: 004462; Unknown spot, Unknown WG Station
St: 004463; Saint Vincent Les Forts, Windbird 1451
St: 004464; Unknown spot, Unknown WG Station
St: 004465; 
St: 004466; L'Eguille, OpenWindMap 1210
St: 004467; Deco Cessenon-sur-Orb, Pioupiou 385
St: 004468; Unknown spot, Unknown WG Station
St: 004469; Unknown spot, Unknown WG Station
St: 004470; Terrain de Paramoteur Paris Est, Windbird 1465
St: 004471; Unknown spot, Unknown WG Station
St: 004472; Balise, Pioupiou 124
St: 004473; Unknown spot, Unknown WG Station
St: 004474; Unknown spot, Unknown WG Station
St: 004475; Modèle Air Club de l'Hérault, Pioupiou 463
St: 004476; Unknown spot, Unknown WG Station
St: 004477; Unknown spot, Unknown WG Station
St: 004478; Hautacam 1670m, Windbird 1410
St: 004479; Unknown spot, Unknown WG Station
St: 004480; Alp Teststation, Windbird 1472
St: 004481; Unknown spot, Unknown WG Station
St: 004482; Veyrier Club Nautique, Windbird 1476
St: 004483; Unknown spot, Unknown WG Station
St: 004484; AIR FLEURY CLUB , Pioupiou 268
St: 004485; 
St: 004486; Unknown spot, Unknown WG Station
St: 004487; Pic du Kaymard, Pioupiou 245
St: 004488; Unknown spot, Unknown WG Station
St: 004489; Unknown spot, Unknown WG Station
St: 004490; Modèle Club Haut Beaujolais, Windbird 1680
St: 004491; Unknown spot, Unknown WG Station
St: 004492; Décollage NO de Montfaucon, OpenWindMap 1209
St: 004493; Windbird 1748, Windbird 1748
St: 004494; Unknown spot, Unknown WG Station
St: 004495; Saint-Prex sur Lac Leman, Pioupiou 608
St: 004496; Unknown spot, Unknown WG Station
St: 004497; Crozet 1655m, OpenWindMap 816
St: 004498; Unknown spot, Unknown WG Station
St: 004499; Côte de Jor 222m, OpenWindMap 828
St: 004500; 
St: 004501; 
St: 004502; 
St: 004503; 
St: 004504; Balise en maintenance , OpenWindMap 943
St: 004505; ex brocolis, OpenWindMap 800
St: 004506; CLUB AÉROMODÉLISME M.A.C.B, OpenWindMap 814
St: 004507; Lozari Déco Haut, OpenWindMap 821
St: 004508; La Bognette 812m, OpenWindMap 807
St: 004509; Décollage de Romanière, OpenWindMap 801
St: 004510; Nauticat Cattenom, OpenWindMap 806
St: 004511; Le Graveyron , OpenWindMap 815
St: 004512; 
St: 004513; Scupiccia 800m, OpenWindMap 1203
St: 004514; Club Aéromodélisme Cestas, Windbird 1490
St: 004515; Unknown spot, Unknown WG Station
St: 004516; Pioupiou 524, Pioupiou 524
St: 004517; Unknown spot, Unknown WG Station
St: 004518; Unknown spot, Unknown WG Station
St: 004519; La Vesancière, OpenWindMap 810
St: 004520; Seuilly 150m, OpenWindMap 824
St: 004521; Tanargue Col de Meyrand Valgorge, OpenWindMap 822
St: 004522; San Bastianu 670m, OpenWindMap 1202
St: 004523; DHV Musterprüfstelle Fürstenfeldbruck, Windbird 1383
St: 004524; Unknown spot, Unknown WG Station
St: 004525; 
St: 004526; Unknown spot, Unknown WG Station
St: 004527; Pioupiou 364, Pioupiou 364
St: 004528; Unknown spot, Unknown WG Station
St: 004529; Unknown spot, Unknown WG Station
St: 004530; Décollage Boismint (plan de l'eau), OpenWindMap 820
St: 004531; Chambran 1720 m, OpenWindMap 819
St: 004532; Déco de Pagny la Blanche Côte Le Trie, Pioupiou 181
St: 004533; Unknown spot, Unknown WG Station
St: 004534; Unknown spot, Unknown WG Station
St: 004535; 
St: 004536; Landeplatz Wangs 486m, Windbird 1533
St: 004537; Unknown spot, Unknown WG Station
St: 004538; PEGASE, OpenWindMap 946
St: 004539; Décollage de Baulme-la-Roche, OpenWindMap 832
St: 004540; Fécamp, OpenWindMap 803
St: 004541; Baouroux 1600m , Windbird 1558
St: 004542; Unknown spot, Unknown WG Station
St: 004543; Aérodrome de Bagnères-de-Luchon , Pioupiou 74
St: 004544; Unknown spot, Unknown WG Station
St: 004545; Unknown spot, Unknown WG Station
St: 004546; ACO Cernay, OpenWindMap 829
St: 004547; TSD MOTTET G2, Windbird 1677
St: 004548; Unknown spot, Unknown WG Station
St: 004549; LESCHES EN DIOIS / Montagne du Puy , OpenWindMap 836
St: 004550; Windbird 1412, Windbird 1412
St: 004551; Unknown spot, Unknown WG Station
St: 004552; BOURGOGNE-MONTGOLFIERE GIVRY, Pioupiou 374
St: 004553; Unknown spot, Unknown WG Station
St: 004554; Unknown spot, Unknown WG Station
St: 004555; Cirque du Bout du Monde 680m, OpenWindMap 975
St: 004556; MeteoWind 839, OpenWindMap 839
St: 004557; Radio Model Club Roannais 612, Pioupiou 612
St: 004558; Unknown spot, Unknown WG Station
St: 004559; Unknown spot, Unknown WG Station
